Subject Code,Faculty Code,Subject Name,Subject Short Name,Subject Level,Subject Length,Subject Value,Status,Subject Fee,ED Subject Group Code,ED Year Level,ED Subject Code,Instruction Time,SSABSA Subject Code,SACE Stage,SACE Units,Course Name,SACE Code,FTE,TRT Days,Enrol Date,End Date,GL Account,Transaction Ref,future SACE,Result Type
9SOSELEC3,SV,SOSE FLY,,09,1,,I,,06,09,SV,,,,,9SOSELEC3,,0,0,,,,,N,
9SOSELEC4,SV,SOSE HOLDENS,,09,1,,I,,06,09,SV,,,,,9SOSELEC4,,0,0,,,,,N,
9SOSELEC5,SV,SOSE POLITICS,,09,1,,I,,06,09,SV,,,,,9SOSELEC5,,0,0,,,,,N,
9SOSELEC6,SV,SOSE PANDEMONIUM,,09,1,,I,,06,09,SV,,,,,9SOSELEC6,,0,0,,,,,N,
9SOSELEC7,SV,SOSE FOOD,,09,1,,I,,06,09,SV,,,,,9SOSELEC7,,0,0,,,,,N,
9TECS,TS,SPECIAL INTEREST TECH STUDIES,,09,2,,I,,08,09,TS,,,,,9TECS,,0,0,,,,,N,
9THDSI,AT,SPECIAL INTEREST THEATRE DESIGN,,09,2,,I,,07,09,DR,,,,,,,0,0,,,,,N,
9TUT,CC,TUTORING,,09,2,,I,,09,09,MS,,,,,,,0,0,,,,,N,
9TXT,HE,TEXTILES,,09,2,,I,,04,09,HE,,,,,,,0,0,,,,,N,
9TXT1,HE,TEXTILES,TEXTILES,09,2,,I,,08,09,CT,,,,,9TXT1,,0,0,,,,,N,
9WWK,TS,WOODWORK,,09,2,,I,,08,09,DT,,,,,,,0,0,,,,,N,
9WWK1,TS,WOODWORK,WW,09,2,,I,,08,09,WW,,,,,9WWK1,,0,0,,,,,N,
AACAD,AB,SAASTA ACADEMY,,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
ABED,LE,ABORIGINAL EDUCATION,,08,,,,,02,08,AN,,,,,,,0,0,,,,,N,
ACADFOOT,AB,FOOTY ACADEMY,,12,,,,,09,12,PE,,,,,,,0,0,,,,,N,
ACADNET,AB,NETBALL ACADEMY,,12,,,,,09,12,PE,,,,,,,0,0,,,,,N,
AFLACAD,AB,AFL ACADEMY,,12,,,,,04,12,HQ,,,,,,,0,0,,,,,N,
ART,YD,ART ROOM 3,,SR,,,,,09,SR,MS,,,,,,,0,0,,,,,N,
COMLEARN,VE,COMMUNITY LEARNING,,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
COMP,CC,COM PATHWAY,,11,,,,,09,11,ZZ,,,,,,,0,0,,,,,N,
D2CCARE,VE,REGIONAL D2C CARE,,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
DRUM,AT,DRUM LESSONS,,08,1,,I,,09,08,MI,,,,,,,0,0,,,,,N,
ENGSUP,EG,ENGLISH SUPPORT,,12,,,,,01,12,EG,,,,,,,0,0,,,,,N,
ESLSPPT,CC,ESL SUPPORT,,08,,,,,09,08,ZZ,,,,,,,0,0,,,,,N,
ESMA,MA,ESSENTIAL MATHS,,12,,,,,03,12,MA,,,,,,,0,0,,,,,N,
FITNESS,YD,TABLE TENNIS,,SR,,,,,09,SR,MS,,,,,,,0,0,,,,,N,
FLO,CC,FLEXIBLE LEARNING OPTIONS,,SR,4,,O,,09,SR,MS,,,,,,,0,0,,,,,N,
